Species	IMGT.GENE.DB	locus	region	functional	chr.order
Mus musculus functional	TRAV13D-3	TRA	V	TRUE	2143
Mus musculus functional	TRAV13D-4	TRA	V	TRUE	2144
Mus musculus functional	TRAV13N-1	TRA	V	TRUE	2145
Mus musculus functional	TRAV13N-2	TRA	V	TRUE	2146
Mus musculus functional	TRAV13N-3	TRA	V	TRUE	2147
Mus musculus functional	TRAV13N-4	TRA	V	TRUE	2148
Mus musculus functional	TRAV14-1	TRA	V	TRUE	2149
Mus musculus functional	TRAV14-2	TRA	V	TRUE	2150
Mus musculus functional	TRAV14-3	TRA	V	TRUE	2151
Mus musculus functional	TRAV14D-1	TRA	V	TRUE	2152
Mus musculus functional	TRAV14D-2	TRA	V	TRUE	2153
Mus musculus functional	TRAV14D-3/DV8	TRA	V	TRUE	2154
Mus musculus functional	TRAV14N-1	TRA	V	TRUE	2155
Mus musculus functional	TRAV14N-2	TRA	V	TRUE	2156
Mus musculus functional	TRAV14N-3	TRA	V	TRUE	2157
Mus musculus functional	TRAV15-1/DV6-1	TRA	V	TRUE	2158
Mus musculus functional	TRAV15-2/DV6-2	TRA	V	TRUE	2159
Mus musculus non-functional	TRAV15-3	TRA	V	FALSE	2160
Mus musculus functional	TRAV15D-1/DV6D-1	TRA	V	TRUE	2161
Mus musculus functional	TRAV15D-2/DV6D-2	TRA	V	TRUE	2162
Mus musculus non-functional	TRAV15D-3	TRA	V	FALSE	2163
Mus musculus functional	TRAV15N-1	TRA	V	TRUE	2164
Mus musculus functional	TRAV15N-2	TRA	V	TRUE	2165
Mus musculus non-functional	TRAV15N-3	TRA	V	FALSE	2166
Mus musculus functional	TRAV16	TRA	V	TRUE	2167
Mus musculus functional	TRAV16D/DV11	TRA	V	TRUE	2168
Mus musculus functional	TRAV16N	TRA	V	TRUE	2169
Mus musculus functional	TRAV17	TRA	V	TRUE	2170
Mus musculus non-functional	TRAV18	TRA	V	FALSE	2171
Mus musculus functional	TRAV19	TRA	V	TRUE	2172
Mus musculus functional	TRAV2	TRA	V	TRUE	2173
Mus musculus non-functional	TRAV20	TRA	V	FALSE	2174
Mus musculus functional	TRAV21/DV12	TRA	V	TRUE	2175
Mus musculus non-functional	TRAV22	TRA	V	FALSE	2176
Mus musculus non-functional	TRAV23	TRA	V	FALSE	2177
Mus musculus functional	TRAV3-1	TRA	V	TRUE	2178
Mus musculus non-functional	TRAV3-2	TRA	V	FALSE	2179
Mus musculus functional	TRAV3-3	TRA	V	TRUE	2180
Mus musculus functional	TRAV3-4	TRA	V	TRUE	2181
Mus musculus non-functional	TRAV3D-2	TRA	V	FALSE	2182
Mus musculus functional	TRAV3D-3	TRA	V	TRUE	2183
Mus musculus non-functional	TRAV3N-2	TRA	V	FALSE	2184
Mus musculus functional	TRAV3N-3	TRA	V	TRUE	2185
Mus musculus non-functional	TRAV4-1	TRA	V	FALSE	2186
Mus musculus functional	TRAV4-2	TRA	V	TRUE	2187
Mus musculus functional	TRAV4-3	TRA	V	TRUE	2188
Mus musculus functional	TRAV4-4/DV10	TRA	V	TRUE	2189
Mus musculus non-functional	TRAV4D-2	TRA	V	FALSE	2190
Mus musculus functional	TRAV4D-3	TRA	V	TRUE	2191
Mus musculus functional	TRAV4D-4	TRA	V	TRUE	2192
Mus musculus functional	TRAV4N-3	TRA	V	TRUE	2193
Mus musculus functional	TRAV4N-4	TRA	V	TRUE	2194
Mus musculus functional	TRAV5-1	TRA	V	TRUE	2195
Mus musculus non-functional	TRAV5-2	TRA	V	FALSE	2196
Mus musculus non-functional	TRAV5-3	TRA	V	FALSE	2197
Mus musculus non-functional	TRAV5-4	TRA	V	FALSE	2198
Mus musculus non-functional	TRAV5D-2	TRA	V	FALSE	2199
Mus musculus non-functional	TRAV5D-3	TRA	V	FALSE	2200
Mus musculus functional	TRAV5D-4	TRA	V	TRUE	2201
Mus musculus non-functional	TRAV5N-2	TRA	V	FALSE	2202
Mus musculus non-functional	TRAV5N-3	TRA	V	FALSE	2203
Mus musculus functional	TRAV5N-4	TRA	V	TRUE	2204
Mus musculus functional	TRAV6-1	TRA	V	TRUE	2205
Mus musculus functional	TRAV6-2	TRA	V	TRUE	2206
Mus musculus functional	TRAV6-3	TRA	V	TRUE	2207
Mus musculus functional	TRAV6-4	TRA	V	TRUE	2208
Mus musculus functional	TRAV6-5	TRA	V	TRUE	2209
Mus musculus functional	TRAV6-6	TRA	V	TRUE	2210
Mus musculus functional	TRAV6-7/DV9	TRA	V	TRUE	2211
Mus musculus functional	TRAV6D-3	TRA	V	TRUE	2212
Mus musculus functional	TRAV6D-4	TRA	V	TRUE	2213
Mus musculus functional	TRAV6D-5	TRA	V	TRUE	2214
Mus musculus functional	TRAV6D-6	TRA	V	TRUE	2215
Mus musculus functional	TRAV6D-7	TRA	V	TRUE	2216
Mus musculus functional	TRAV6N-5	TRA	V	TRUE	2217
Mus musculus functional	TRAV6N-6	TRA	V	TRUE	2218
Mus musculus functional	TRAV6N-7	TRA	V	TRUE	2219
Mus musculus functional	TRAV7-1	TRA	V	TRUE	2220
Mus musculus functional	TRAV7-2	TRA	V	TRUE	2221
Mus musculus functional	TRAV7-3	TRA	V	TRUE	2222
Mus musculus functional	TRAV7-4	TRA	V	TRUE	2223
Mus musculus functional	TRAV7-5	TRA	V	TRUE	2224
Mus musculus functional	TRAV7-6	TRA	V	TRUE	2225
Mus musculus functional	TRAV7D-2	TRA	V	TRUE	2226
Mus musculus functional	TRAV7D-3	TRA	V	TRUE	2227
Mus musculus functional	TRAV7D-4	TRA	V	TRUE	2228
Mus musculus functional	TRAV7D-5	TRA	V	TRUE	2229
Mus musculus functional	TRAV7D-6	TRA	V	TRUE	2230
Mus musculus functional	TRAV7N-4	TRA	V	TRUE	2231
Mus musculus functional	TRAV7N-5	TRA	V	TRUE	2232
Mus musculus functional	TRAV7N-6	TRA	V	TRUE	2233
Mus musculus functional	TRAV8-1	TRA	V	TRUE	2234
Mus musculus functional	TRAV8-2	TRA	V	TRUE	2235
Mus musculus functional	TRAV8D-1	TRA	V	TRUE	2236
Mus musculus functional	TRAV8D-2	TRA	V	TRUE	2237
Mus musculus functional	TRAV8N-2	TRA	V	TRUE	2238
Mus musculus functional	TRAV9-1	TRA	V	TRUE	2239
Mus musculus functional	TRAV9-2	TRA	V	TRUE	2240
Mus musculus functional	TRAV9-3	TRA	V	TRUE	2241
Mus musculus functional	TRAV9-4	TRA	V	TRUE	2242
Mus musculus functional	TRAV9D-1	TRA	V	TRUE	2243
Mus musculus functional	TRAV9D-2	TRA	V	TRUE	2244
Mus musculus functional	TRAV9D-3	TRA	V	TRUE	2245
Mus musculus functional	TRAV9D-4	TRA	V	TRUE	2246
Mus musculus non-functional	TRAV9N-1	TRA	V	FALSE	2247
Mus musculus functional	TRAV9N-2	TRA	V	TRUE	2248
Mus musculus functional	TRAV9N-3	TRA	V	TRUE	2249
Mus musculus functional	TRAV9N-4	TRA	V	TRUE	2250
Mus musculus functional	TRBD1	TRB	D	TRUE	2251
Mus musculus functional	TRBD2	TRB	D	TRUE	2252
Mus musculus functional	TRBJ1-1	TRB	J	TRUE	2253
Mus musculus functional	TRBJ1-2	TRB	J	TRUE	2254
Mus musculus functional	TRBJ1-3	TRB	J	TRUE	2255
Mus musculus functional	TRBJ1-4	TRB	J	TRUE	2256
Mus musculus functional	TRBJ1-5	TRB	J	TRUE	2257
Mus musculus non-functional	TRBJ1-6	TRB	J	FALSE	2258
Mus musculus non-functional	TRBJ1-7	TRB	J	FALSE	2259
Mus musculus functional	TRBJ2-1	TRB	J	TRUE	2260
Mus musculus functional	TRBJ2-2	TRB	J	TRUE	2261
Mus musculus functional	TRBJ2-3	TRB	J	TRUE	2262
Mus musculus functional	TRBJ2-4	TRB	J	TRUE	2263
Mus musculus functional	TRBJ2-5	TRB	J	TRUE	2264
Mus musculus non-functional	TRBJ2-6	TRB	J	FALSE	2265
Mus musculus functional	TRBJ2-7	TRB	J	TRUE	2266
Mus musculus functional	TRBV1	TRB	V	TRUE	2267
Mus musculus non-functional	TRBV10	TRB	V	FALSE	2268
Mus musculus non-functional	TRBV11	TRB	V	FALSE	2269
Mus musculus functional	TRBV12-1	TRB	V	TRUE	2270
Mus musculus functional	TRBV12-2	TRB	V	TRUE	2271
Mus musculus non-functional	TRBV12-3	TRB	V	FALSE	2272
Mus musculus functional	TRBV13-1	TRB	V	TRUE	2273
Mus musculus functional	TRBV13-2	TRB	V	TRUE	2274
Mus musculus functional	TRBV13-3	TRB	V	TRUE	2275
Mus musculus functional	TRBV14	TRB	V	TRUE	2276
Mus musculus functional	TRBV15	TRB	V	TRUE	2277
Mus musculus functional	TRBV16	TRB	V	TRUE	2278
Mus musculus functional	TRBV17	TRB	V	TRUE	2279
Mus musculus non-functional	TRBV18	TRB	V	FALSE	2280
Mus musculus functional	TRBV19	TRB	V	TRUE	2281
Mus musculus functional	TRBV2	TRB	V	TRUE	2282
Mus musculus functional	TRBV20	TRB	V	TRUE	2283
Mus musculus non-functional	TRBV21	TRB	V	FALSE	2284
Mus musculus non-functional	TRBV22	TRB	V	FALSE	2285
Mus musculus functional	TRBV23	TRB	V	TRUE	2286
Mus musculus functional	TRBV24	TRB	V	TRUE	2287
Mus musculus non-functional	TRBV25	TRB	V	FALSE	2288
Mus musculus functional	TRBV26	TRB	V	TRUE	2289
Mus musculus non-functional	TRBV27	TRB	V	FALSE	2290
Mus musculus non-functional	TRBV28	TRB	V	FALSE	2291
Mus musculus functional	TRBV29	TRB	V	TRUE	2292
Mus musculus functional	TRBV3	TRB	V	TRUE	2293
Mus musculus functional	TRBV30	TRB	V	TRUE	2294
Mus musculus functional	TRBV31	TRB	V	TRUE	2295
Mus musculus functional	TRBV4	TRB	V	TRUE	2296
Mus musculus functional	TRBV5	TRB	V	TRUE	2297
Mus musculus non-functional	TRBV6	TRB	V	FALSE	2298
Mus musculus non-functional	TRBV7	TRB	V	FALSE	2299
Mus musculus non-functional	TRBV8	TRB	V	FALSE	2300
Mus musculus non-functional	TRBV9	TRB	V	FALSE	2301
Mus musculus functional	TRDD1	TRD	D	TRUE	2302
Mus musculus functional	TRDD2	TRD	D	TRUE	2303
Mus musculus functional	TRDJ1	TRD	J	TRUE	2304
Mus musculus functional	TRDJ2	TRD	J	TRUE	2305
Mus musculus functional	TRDV1	TRD	V	TRUE	2306
Mus musculus functional	TRDV2-1	TRD	V	TRUE	2307
Mus musculus functional	TRDV2-2	TRD	V	TRUE	2308
Mus musculus non-functional	TRDV3	TRD	V	FALSE	2309
Mus musculus functional	TRDV4	TRD	V	TRUE	2310
Mus musculus functional	TRDV5	TRD	V	TRUE	2311
Mus musculus functional	TRGJ1	TRG	J	TRUE	2312
Mus musculus functional	TRGJ2	TRG	J	TRUE	2313
Mus musculus functional	TRGJ3	TRG	J	TRUE	2314
Mus musculus functional	TRGJ4	TRG	J	TRUE	2315
Mus musculus functional	TRGV1	TRG	V	TRUE	2316
Mus musculus functional	TRGV2	TRG	V	TRUE	2317
Mus musculus functional	TRGV3	TRG	V	TRUE	2318
Mus musculus functional	TRGV4	TRG	V	TRUE	2319
Mus musculus functional	TRGV5	TRG	V	TRUE	2320
Mus musculus functional	TRGV6	TRG	V	TRUE	2321
Mus musculus functional	TRGV7	TRG	V	TRUE	2322
Mus spretus functional	IGKV10-94	IGK	V	TRUE	2323
Mus spretus functional	IGKV10-96	IGK	V	TRUE	2324
Mus spretus non-functional	IGLJ4	IGL	J	FALSE	2325
Mus spretus non-functional	IGLJ5	IGL	J	FALSE	2326
Mus spretus functional	IGLV2	IGL	V	TRUE	2327
Mus spretus functional	IGLV3	IGL	V	TRUE	2328
Mus spretus non-functional	IGLV4	IGL	V	FALSE	2329
Mus spretus non-functional	IGLV8	IGL	V	FALSE	2330
Oncorhynchus mykiss functional	IGHD	IGH	D	TRUE	2331
Oncorhynchus mykiss functional	IGHD1	IGH	D	TRUE	2332
Oncorhynchus mykiss functional	IGHD2	IGH	D	TRUE	2333
Oncorhynchus mykiss functional	IGHD3	IGH	D	TRUE	2334
Oncorhynchus mykiss functional	IGHD4	IGH	D	TRUE	2335
Oncorhynchus mykiss functional	IGHD5	IGH	D	TRUE	2336
Oncorhynchus mykiss functional	IGHD6	IGH	D	TRUE	2337
Oncorhynchus mykiss functional	IGHD7	IGH	D	TRUE	2338
Oncorhynchus mykiss functional	IGHD8	IGH	D	TRUE	2339
Oncorhynchus mykiss functional	IGHD9	IGH	D	TRUE	2340
Oncorhynchus mykiss functional	IGHJ1	IGH	J	TRUE	2341
Oncorhynchus mykiss functional	IGHJ2	IGH	J	TRUE	2342
Oncorhynchus mykiss functional	IGHJ3	IGH	J	TRUE	2343
Oncorhynchus mykiss functional	IGHJ4	IGH	J	TRUE	2344
Oncorhynchus mykiss functional	IGHJ5	IGH	J	TRUE	2345
Oncorhynchus mykiss functional	IGHJ6	IGH	J	TRUE	2346
Oncorhynchus mykiss functional	IGHJ7	IGH	J	TRUE	2347
Oncorhynchus mykiss non-functional	IGHV10S1	IGH	V	FALSE	2348
Oncorhynchus mykiss non-functional	IGHV11S1	IGH	V	FALSE	2349
Oncorhynchus mykiss non-functional	IGHV12S1	IGH	V	FALSE	2350
Oncorhynchus mykiss non-functional	IGHV13S1	IGH	V	FALSE	2351
Oncorhynchus mykiss functional	IGHV1S1	IGH	V	TRUE	2352
Oncorhynchus mykiss functional	IGHV1S2	IGH	V	TRUE	2353
Oncorhynchus mykiss non-functional	IGHV1S3	IGH	V	FALSE	2354
Oncorhynchus mykiss non-functional	IGHV1S4	IGH	V	FALSE	2355
Oncorhynchus mykiss non-functional	IGHV1S5	IGH	V	FALSE	2356
Oncorhynchus mykiss non-functional	IGHV1S6	IGH	V	FALSE	2357
Oncorhynchus mykiss non-functional	IGHV1S7	IGH	V	FALSE	2358
Oncorhynchus mykiss non-functional	IGHV2S1	IGH	V	FALSE	2359
Oncorhynchus mykiss functional	IGHV2S2	IGH	V	TRUE	2360
Oncorhynchus mykiss non-functional	IGHV2S3	IGH	V	FALSE	2361
Oncorhynchus mykiss non-functional	IGHV3S1	IGH	V	FALSE	2362
Oncorhynchus mykiss non-functional	IGHV3S2	IGH	V	FALSE	2363
Oncorhynchus mykiss non-functional	IGHV3S3	IGH	V	FALSE	2364
Oncorhynchus mykiss non-functional	IGHV3S4	IGH	V	FALSE	2365
Oncorhynchus mykiss non-functional	IGHV4S1	IGH	V	FALSE	2366
Oncorhynchus mykiss non-functional	IGHV5S1	IGH	V	FALSE	2367
Oncorhynchus mykiss functional	IGHV5S10	IGH	V	TRUE	2368
Oncorhynchus mykiss non-functional	IGHV5S2	IGH	V	FALSE	2369
Oncorhynchus mykiss non-functional	IGHV5S3	IGH	V	FALSE	2370
Oncorhynchus mykiss non-functional	IGHV5S4	IGH	V	FALSE	2371
Oncorhynchus mykiss non-functional	IGHV5S5	IGH	V	FALSE	2372
Oncorhynchus mykiss non-functional	IGHV5S6	IGH	V	FALSE	2373
Oncorhynchus mykiss non-functional	IGHV5S7	IGH	V	FALSE	2374
Oncorhynchus mykiss non-functional	IGHV5S8	IGH	V	FALSE	2375
Oncorhynchus mykiss non-functional	IGHV5S9	IGH	V	FALSE	2376
Oncorhynchus mykiss functional	IGHV6S1	IGH	V	TRUE	2377
Oncorhynchus mykiss non-functional	IGHV6S2	IGH	V	FALSE	2378
Oncorhynchus mykiss non-functional	IGHV6S3	IGH	V	FALSE	2379
Oncorhynchus mykiss non-functional	IGHV6S4	IGH	V	FALSE	2380
Oncorhynchus mykiss non-functional	IGHV6S5	IGH	V	FALSE	2381
Oncorhynchus mykiss non-functional	IGHV6S6	IGH	V	FALSE	2382
Oncorhynchus mykiss non-functional	IGHV6S7	IGH	V	FALSE	2383
Oncorhynchus mykiss non-functional	IGHV6S8	IGH	V	FALSE	2384
Oncorhynchus mykiss non-functional	IGHV6S9	IGH	V	FALSE	2385
Oncorhynchus mykiss non-functional	IGHV7S1	IGH	V	FALSE	2386
Oncorhynchus mykiss non-functional	IGHV8S1	IGH	V	FALSE	2387
Oncorhynchus mykiss non-functional	IGHV8S10	IGH	V	FALSE	2388
Oncorhynchus mykiss non-functional	IGHV8S11	IGH	V	FALSE	2389
Oncorhynchus mykiss non-functional	IGHV8S2	IGH	V	FALSE	2390
Oncorhynchus mykiss non-functional	IGHV8S3	IGH	V	FALSE	2391
Oncorhynchus mykiss non-functional	IGHV8S4	IGH	V	FALSE	2392
Oncorhynchus mykiss non-functional	IGHV8S5	IGH	V	FALSE	2393
Oncorhynchus mykiss non-functional	IGHV8S6	IGH	V	FALSE	2394
Oncorhynchus mykiss functional	IGHV8S7	IGH	V	TRUE	2395
Oncorhynchus mykiss non-functional	IGHV8S8	IGH	V	FALSE	2396
Oncorhynchus mykiss non-functional	IGHV8S9	IGH	V	FALSE	2397
Oncorhynchus mykiss non-functional	IGHV9S1	IGH	V	FALSE	2398
Oncorhynchus mykiss non-functional	IGHV9S2	IGH	V	FALSE	2399
Oncorhynchus mykiss non-functional	IGHV9S3	IGH	V	FALSE	2400
Oncorhynchus mykiss non-functional	IGHV9S4	IGH	V	FALSE	2401
Oncorhynchus mykiss non-functional	IGHV9S5	IGH	V	FALSE	2402
Oncorhynchus mykiss non-functional	IGHV9S6	IGH	V	FALSE	2403
Oncorhynchus mykiss non-functional	IGHV9S7	IGH	V	FALSE	2404
Oncorhynchus mykiss functional	TRBD1	TRB	D	TRUE	2405
Oncorhynchus mykiss functional	TRBJ1	TRB	J	TRUE	2406
Oncorhynchus mykiss functional	TRBJ10	TRB	J	TRUE	2407
Oncorhynchus mykiss functional	TRBJ2	TRB	J	TRUE	2408
Oncorhynchus mykiss functional	TRBJ3	TRB	J	TRUE	2409
Oncorhynchus mykiss functional	TRBJ4	TRB	J	TRUE	2410
Oncorhynchus mykiss functional	TRBJ5	TRB	J	TRUE	2411
Oncorhynchus mykiss functional	TRBJ6	TRB	J	TRUE	2412
Oncorhynchus mykiss functional	TRBJ7	TRB	J	TRUE	2413
Oncorhynchus mykiss functional	TRBJ8	TRB	J	TRUE	2414
Oncorhynchus mykiss functional	TRBJ9	TRB	J	TRUE	2415
Oncorhynchus mykiss non-functional	TRBV10S1	TRB	V	FALSE	2416
Oncorhynchus mykiss non-functional	TRBV1S1	TRB	V	FALSE	2417
Oncorhynchus mykiss non-functional	TRBV1S2	TRB	V	FALSE	2418
Oncorhynchus mykiss non-functional	TRBV1S3	TRB	V	FALSE	2419
Oncorhynchus mykiss non-functional	TRBV1S4	TRB	V	FALSE	2420
Oncorhynchus mykiss non-functional	TRBV1S5	TRB	V	FALSE	2421
Oncorhynchus mykiss non-functional	TRBV2S1	TRB	V	FALSE	2422
Oncorhynchus mykiss non-functional	TRBV2S10	TRB	V	FALSE	2423
Oncorhynchus mykiss non-functional	TRBV2S11	TRB	V	FALSE	2424
Oncorhynchus mykiss non-functional	TRBV2S12	TRB	V	FALSE	2425
Oncorhynchus mykiss non-functional	TRBV2S13	TRB	V	FALSE	2426
Oncorhynchus mykiss non-functional	TRBV2S14	TRB	V	FALSE	2427
Oncorhynchus mykiss non-functional	TRBV2S15	TRB	V	FALSE	2428
Oncorhynchus mykiss non-functional	TRBV2S16	TRB	V	FALSE	2429
Oncorhynchus mykiss non-functional	TRBV2S17	TRB	V	FALSE	2430
Oncorhynchus mykiss non-functional	TRBV2S18	TRB	V	FALSE	2431
Oncorhynchus mykiss non-functional	TRBV2S19	TRB	V	FALSE	2432
Oncorhynchus mykiss non-functional	TRBV2S2	TRB	V	FALSE	2433
Oncorhynchus mykiss non-functional	TRBV2S20	TRB	V	FALSE	2434
Oncorhynchus mykiss non-functional	TRBV2S21	TRB	V	FALSE	2435
Oncorhynchus mykiss non-functional	TRBV2S23	TRB	V	FALSE	2436
Oncorhynchus mykiss non-functional	TRBV2S24	TRB	V	FALSE	2437
Oncorhynchus mykiss non-functional	TRBV2S25	TRB	V	FALSE	2438
Oncorhynchus mykiss non-functional	TRBV2S26	TRB	V	FALSE	2439
Oncorhynchus mykiss non-functional	TRBV2S27	TRB	V	FALSE	2440
Oncorhynchus mykiss non-functional	TRBV2S3	TRB	V	FALSE	2441
Oncorhynchus mykiss non-functional	TRBV2S4	TRB	V	FALSE	2442
Oncorhynchus mykiss non-functional	TRBV2S5	TRB	V	FALSE	2443
Oncorhynchus mykiss non-functional	TRBV2S6	TRB	V	FALSE	2444
Oncorhynchus mykiss non-functional	TRBV2S7	TRB	V	FALSE	2445
Oncorhynchus mykiss non-functional	TRBV2S8	TRB	V	FALSE	2446
Oncorhynchus mykiss non-functional	TRBV2S9	TRB	V	FALSE	2447
Oncorhynchus mykiss non-functional	TRBV3S1	TRB	V	FALSE	2448
Oncorhynchus mykiss non-functional	TRBV3S2	TRB	V	FALSE	2449
Oncorhynchus mykiss non-functional	TRBV4S1	TRB	V	FALSE	2450
Oncorhynchus mykiss non-functional	TRBV5S1	TRB	V	FALSE	2451
Oncorhynchus mykiss non-functional	TRBV6S1	TRB	V	FALSE	2452
Oncorhynchus mykiss non-functional	TRBV7S1	TRB	V	FALSE	2453
Oncorhynchus mykiss non-functional	TRBV7S2	TRB	V	FALSE	2454
Oncorhynchus mykiss non-functional	TRBV7S3	TRB	V	FALSE	2455
Oncorhynchus mykiss non-functional	TRBV7S4	TRB	V	FALSE	2456
Oncorhynchus mykiss non-functional	TRBV8S1	TRB	V	FALSE	2457
Oncorhynchus mykiss non-functional	TRBV8S2	TRB	V	FALSE	2458
Oncorhynchus mykiss non-functional	TRBV8S3	TRB	V	FALSE	2459
Oncorhynchus mykiss non-functional	TRBV9S1	TRB	V	FALSE	2460
Ornithorhynchus anatinus functional	IGHD	IGH	D	TRUE	2461
Ornithorhynchus anatinus non-functional	IGHD1	IGH	D	FALSE	2462
Ornithorhynchus anatinus non-functional	IGHD2	IGH	D	FALSE	2463
Ornithorhynchus anatinus non-functional	IGHD3	IGH	D	FALSE	2464
Ornithorhynchus anatinus non-functional	IGHJ1	IGH	J	FALSE	2465
Ornithorhynchus anatinus functional	IGHJ10	IGH	J	TRUE	2466
Ornithorhynchus anatinus non-functional	IGHJ11	IGH	J	FALSE	2467
Ornithorhynchus anatinus non-functional	IGHJ2	IGH	J	FALSE	2468
Ornithorhynchus anatinus non-functional	IGHJ3	IGH	J	FALSE	2469
Ornithorhynchus anatinus non-functional	IGHJ4	IGH	J	FALSE	2470
Ornithorhynchus anatinus non-functional	IGHJ5	IGH	J	FALSE	2471
Ornithorhynchus anatinus non-functional	IGHJ6	IGH	J	FALSE	2472
Ornithorhynchus anatinus non-functional	IGHJ7	IGH	J	FALSE	2473
Ornithorhynchus anatinus non-functional	IGHJ8	IGH	J	FALSE	2474
Ornithorhynchus anatinus non-functional	IGHJ9	IGH	J	FALSE	2475
Oryctolagus cuniculus functional	IGHD1-1	IGH	D	TRUE	2476
Oryctolagus cuniculus functional	IGHD2-1	IGH	D	TRUE	2477
Oryctolagus cuniculus non-functional	IGHD3-1	IGH	D	FALSE	2478
Oryctolagus cuniculus functional	IGHD3-2	IGH	D	TRUE	2479
Oryctolagus cuniculus functional	IGHD3-3	IGH	D	TRUE	2480
Oryctolagus cuniculus functional	IGHD4-1	IGH	D	TRUE	2481
Oryctolagus cuniculus functional	IGHD4-2	IGH	D	TRUE	2482
Oryctolagus cuniculus functional	IGHD5-1	IGH	D	TRUE	2483
Oryctolagus cuniculus functional	IGHD6-1	IGH	D	TRUE	2484
Oryctolagus cuniculus functional	IGHD7-1	IGH	D	TRUE	2485
Oryctolagus cuniculus functional	IGHD8-1	IGH	D	TRUE	2486
Oryctolagus cuniculus functional	IGHJ1	IGH	J	TRUE	2487
Oryctolagus cuniculus functional	IGHJ2	IGH	J	TRUE	2488
Oryctolagus cuniculus functional	IGHJ3	IGH	J	TRUE	2489
Oryctolagus cuniculus functional	IGHJ4	IGH	J	TRUE	2490
Oryctolagus cuniculus functional	IGHJ5	IGH	J	TRUE	2491
Oryctolagus cuniculus functional	IGHJ6	IGH	J	TRUE	2492
Oryctolagus cuniculus functional	IGHV1S1	IGH	V	TRUE	2493
Oryctolagus cuniculus non-functional	IGHV1S10	IGH	V	FALSE	2494
Oryctolagus cuniculus non-functional	IGHV1S11	IGH	V	FALSE	2495
Oryctolagus cuniculus non-functional	IGHV1S12	IGH	V	FALSE	2496
Oryctolagus cuniculus functional	IGHV1S13	IGH	V	TRUE	2497
Oryctolagus cuniculus non-functional	IGHV1S14	IGH	V	FALSE	2498
Oryctolagus cuniculus non-functional	IGHV1S15	IGH	V	FALSE	2499
Oryctolagus cuniculus non-functional	IGHV1S16	IGH	V	FALSE	2500
Oryctolagus cuniculus functional	IGHV1S17	IGH	V	TRUE	2501
Oryctolagus cuniculus non-functional	IGHV1S18	IGH	V	FALSE	2502
Oryctolagus cuniculus non-functional	IGHV1S19	IGH	V	FALSE	2503
Oryctolagus cuniculus non-functional	IGHV1S2	IGH	V	FALSE	2504
Oryctolagus cuniculus non-functional	IGHV1S20	IGH	V	FALSE	2505
Oryctolagus cuniculus non-functional	IGHV1S21	IGH	V	FALSE	2506
Oryctolagus cuniculus non-functional	IGHV1S22	IGH	V	FALSE	2507
Oryctolagus cuniculus non-functional	IGHV1S23	IGH	V	FALSE	2508
Oryctolagus cuniculus functional	IGHV1S24	IGH	V	TRUE	2509
Oryctolagus cuniculus functional	IGHV1S25	IGH	V	TRUE	2510
Oryctolagus cuniculus functional	IGHV1S26	IGH	V	TRUE	2511
Oryctolagus cuniculus non-functional	IGHV1S27	IGH	V	FALSE	2512
Oryctolagus cuniculus functional	IGHV1S28	IGH	V	TRUE	2513
Oryctolagus cuniculus non-functional	IGHV1S29	IGH	V	FALSE	2514
Oryctolagus cuniculus non-functional	IGHV1S3	IGH	V	FALSE	2515
Oryctolagus cuniculus non-functional	IGHV1S30	IGH	V	FALSE	2516
Oryctolagus cuniculus functional	IGHV1S31	IGH	V	TRUE	2517
Oryctolagus cuniculus non-functional	IGHV1S32	IGH	V	FALSE	2518
Oryctolagus cuniculus functional	IGHV1S33	IGH	V	TRUE	2519
Oryctolagus cuniculus functional	IGHV1S34	IGH	V	TRUE	2520
Oryctolagus cuniculus non-functional	IGHV1S35	IGH	V	FALSE	2521
Oryctolagus cuniculus functional	IGHV1S36	IGH	V	TRUE	2522
Oryctolagus cuniculus non-functional	IGHV1S37	IGH	V	FALSE	2523
Oryctolagus cuniculus non-functional	IGHV1S39	IGH	V	FALSE	2524
Oryctolagus cuniculus non-functional	IGHV1S4	IGH	V	FALSE	2525
Oryctolagus cuniculus functional	IGHV1S40	IGH	V	TRUE	2526
Oryctolagus cuniculus non-functional	IGHV1S42	IGH	V	FALSE	2527
Oryctolagus cuniculus functional	IGHV1S43	IGH	V	TRUE	2528
Oryctolagus cuniculus functional	IGHV1S44	IGH	V	TRUE	2529
Oryctolagus cuniculus functional	IGHV1S45	IGH	V	TRUE	2530
Oryctolagus cuniculus non-functional	IGHV1S46	IGH	V	FALSE	2531
Oryctolagus cuniculus functional	IGHV1S47	IGH	V	TRUE	2532
Oryctolagus cuniculus non-functional	IGHV1S48	IGH	V	FALSE	2533
Oryctolagus cuniculus functional	IGHV1S49	IGH	V	TRUE	2534
Oryctolagus cuniculus non-functional	IGHV1S5	IGH	V	FALSE	2535
Oryctolagus cuniculus functional	IGHV1S50	IGH	V	TRUE	2536
Oryctolagus cuniculus functional	IGHV1S51	IGH	V	TRUE	2537
Oryctolagus cuniculus functional	IGHV1S52	IGH	V	TRUE	2538
Oryctolagus cuniculus functional	IGHV1S53	IGH	V	TRUE	2539
Oryctolagus cuniculus functional	IGHV1S54	IGH	V	TRUE	2540
Oryctolagus cuniculus functional	IGHV1S55	IGH	V	TRUE	2541
Oryctolagus cuniculus functional	IGHV1S56	IGH	V	TRUE	2542
